STATE,RULE,LOOKAHEAD,ACTION / GOTO,STATE(S) / RULE (R)
"S30","<unary_op> -> . INCREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INCREMENT)","S86"
"S30","<unary_op> -> . DECREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DECREMENT)","S72"
"S30","<unary_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S95"
,,,,
"S31","<data_type> -> SPARK .","CLUSTER, IDENTIFIER","Reduce (<data_type>)","R44"
,,,,
"S32","<statement> -> <declaration> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement>)","R51"
,,,,
"S33","<declaration> -> <id_decl> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<declaration>)","R16"
,,,,
"S34","<statement> -> FLOW . SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (SEMICOLON)","S96"
,,,,
"S35","<statement> -> <switch_stmt> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement>)","R57"
,,,,
"S36","<data_type> -> THOUGHT .","CLUSTER, IDENTIFIER","Reduce (<data_type>)","R46"
,,,,
"S37","<statement> -> <loop_stmt> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement>)","R56"
,,,,
"S38","<switch_stmt> -> EVALUATE . L_PAREN <expr> R_PAREN L_BRACE <case_list> <opt_base> R_BRACE","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (L_PAREN)","S97"
,,,,
"S39","<io_stmt> -> EXPRESS . L_PAREN <expr> R_PAREN SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (L_PAREN)","S98"
,,,,
"S40","<declaration> -> <cluster_decl> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<declaration>)","R18"
,,,,
"S41","<variable_access> -> IDENTIFIER .","ASSIGN, DIV_ASSIGN, L_BRACKET, MINUS_ASSIGN, MOD_ASSIGN, MUL_ASSIGN, PLUS_ASSIGN","Reduce (<variable_access>)","R114"
"S41","<subroutine_call> -> IDENTIFIER . L_PAREN <arg_list> R_PAREN","SEMICOLON","Shift (L_PAREN)","S99"
,,,,
"S42","<statement> -> <assign_stmt> . SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (SEMICOLON)","S100"
,,,,
"S43","<const_decl> -> INSTINCT . <data_type> <const_list> SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<data_type>)","S101"
"S43","<data_type> -> . PULSE","IDENTIFIER","Shift (PULSE)","S8"
"S43","<data_type> -> . SPARK","IDENTIFIER","Shift (SPARK)","S11"
"S43","<data_type> -> . STREAM","IDENTIFIER","Shift (STREAM)","S10"
"S43","<data_type> -> . THOUGHT","IDENTIFIER","Shift (THOUGHT)","S7"
"S43","<data_type> -> . NEURON","IDENTIFIER","Shift (NEURON)","S14"
"S43","<data_type> -> . SYNAPSE","IDENTIFIER","Shift (SYNAPSE)","S9"
,,,,
"S44","<statement> -> DORMANT . SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (SEMICOLON)","S102"
,,,,
"S45","<loop_stmt> -> CYCLE . L_PAREN <expr> R_PAREN L_BRACE <statement_list> R_BRACE","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (L_PAREN)","S103"
,,,,
"S46","<id_decl> -> <data_type> . <id_list> SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<id_list>)","S107"
"S46","<id_list> -> . <id_list> COMMA <id_init>","COMMA, SEMICOLON","Goto (<id_list>)","S107"
"S46","<id_list> -> . <id_init>","COMMA, SEMICOLON","Goto (<id_init>)","S104"
"S46","<id_init> -> . IDENTIFIER","COMMA, SEMICOLON","Shift (IDENTIFIER)","S105"
"S46","<id_init> -> . IDENTIFIER ASSIGN <expr>","COMMA, SEMICOLON","Shift (IDENTIFIER)","S105"
"S46","<cluster_decl> -> <data_type> . CLUSTER <cluster_list> SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (CLUSTER)","S106"
,,,,
"S47","<declaration> -> <const_decl> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<declaration>)","R17"
,,,,
"S48","<conditional_stmt> -> STIMULATE . L_PAREN <expr> R_PAREN L_BRACE <statement_list> R_BRACE <opt_inhibit>","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (L_PAREN)","S108"
,,,,
"S49","<data_type> -> STREAM .","CLUSTER, IDENTIFIER","Reduce (<data_type>)","R45"
,,,,
"S50","<statement_list> -> <statement_list> <statement> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement_list>)","R49"
,,,,
"S51","<statement> -> <builtin_call> . SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (SEMICOLON)","S109"
,,,,
"S52","<statement> -> <conditional_stmt> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement>)","R55"
,,,,
"S53","<assign_stmt> -> <variable_access> . <assign_op> <expr>","SEMICOLON","Goto (<assign_op>)","S112"
"S53","<variable_access> -> <variable_access> . L_BRACKET <expr> R_BRACKET","ASSIGN, DIV_ASSIGN, L_BRACKET, MINUS_ASSIGN, MOD_ASSIGN, MUL_ASSIGN, PLUS_ASSIGN","Shift (L_BRACKET)","S115"
"S53","<assign_op> -> . ASSIGN","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (ASSIGN)","S117"
"S53","<assign_op> -> . PLUS_ASSIGN","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS_ASSIGN)","S114"
"S53","<assign_op> -> . MINUS_ASSIGN","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (MINUS_ASSIGN)","S116"
"S53","<assign_op> -> . MUL_ASSIGN","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (MUL_ASSIGN)","S113"
"S53","<assign_op> -> . DIV_ASSIGN","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DIV_ASSIGN)","S110"
"S53","<assign_op> -> . MOD_ASSIGN","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (MOD_ASSIGN)","S111"
,,,,
"S54","<statement> -> <subroutine_call> . SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (SEMICOLON)","S118"
,,,,
"S55","<data_type> -> PULSE .","CLUSTER, IDENTIFIER","Reduce (<data_type>)","R43"
,,,,
"S56","<statement> -> <io_stmt> .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement>)","R58"
,,,,
"S57","<builtin_call> -> TRANSCRIBE . L_PAREN <expr> R_PAREN","SEMICOLON","Shift (L_PAREN)","S119"
,,,,
"S58","<data_type> -> . PULSE","IDENTIFIER","Shift (PULSE)","S8"
"S58","<data_type> -> . SPARK","IDENTIFIER","Shift (SPARK)","S11"
"S58","<data_type> -> . STREAM","IDENTIFIER","Shift (STREAM)","S10"
"S58","<data_type> -> . THOUGHT","IDENTIFIER","Shift (THOUGHT)","S7"
"S58","<data_type> -> . NEURON","IDENTIFIER","Shift (NEURON)","S14"
"S58","<data_type> -> . SYNAPSE","IDENTIFIER","Shift (SYNAPSE)","S9"
"S58","<io_stmt> -> SENSE . <data_type> IDENTIFIER SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<data_type>)","S120"
,,,,
"S59","<loop_stmt> -> REACT . L_BRACE <statement_list> R_BRACE CYCLE L_PAREN <expr> R_PAREN SEMICOLON","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (L_BRACE)","S121"
,,,,
"S60","<data_type> -> NEURON .","CLUSTER, IDENTIFIER","Reduce (<data_type>)","R47"
,,,,
"S61","<rec_type> -> CLUSTER <data_type> L_BRACKET . R_BRACKET","IDENTIFIER","Shift (R_BRACKET)","S122"
"S61","<rec_type> -> CLUSTER <data_type> L_BRACKET . R_BRACKET L_BRACKET R_BRACKET","IDENTIFIER","Shift (R_BRACKET)","S122"
,,,,
"S62","<subroutine> -> ACTION <rec_type> IDENTIFIER L_PAREN . <params> R_PAREN L_BRACE <statement_list> R_BRACE","ACTION, ACTIVATE","Goto (<params>)","S124"
"S62","<params> -> . <param_list>","R_PAREN","Goto (<param_list>)","S123"
"S62","<params> -> . ε","R_PAREN","Reduce (<params>)","R6"
"S62","<param_list> -> . <param_list> COMMA <param_item>","COMMA, R_PAREN","Goto (<param_list>)","S123"
"S62","<param_list> -> . <param_item>","COMMA, R_PAREN","Goto (<param_item>)","S125"
"S62","<param_item> -> . <data_type> IDENTIFIER","COMMA, R_PAREN","Goto (<data_type>)","S127"
"S62","<param_item> -> . CLUSTER <data_type> IDENTIFIER L_BRACKET R_BRACKET","COMMA, R_PAREN","Shift (CLUSTER)","S126"
"S62","<param_item> -> . CLUSTER <data_type> IDENTIFIER L_BRACKET R_BRACKET L_BRACKET R_BRACKET","COMMA, R_PAREN","Shift (CLUSTER)","S126"
"S62","<data_type> -> . PULSE","IDENTIFIER","Shift (PULSE)","S8"
"S62","<data_type> -> . SPARK","IDENTIFIER","Shift (SPARK)","S11"
"S62","<data_type> -> . STREAM","IDENTIFIER","Shift (STREAM)","S10"
"S62","<data_type> -> . THOUGHT","IDENTIFIER","Shift (THOUGHT)","S7"
"S62","<data_type> -> . NEURON","IDENTIFIER","Shift (NEURON)","S14"
"S62","<data_type> -> . SYNAPSE","IDENTIFIER","Shift (SYNAPSE)","S9"
,,,,
"S63","<declaration> -> . <id_decl>","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<id_decl>)","S130"
"S63","<declaration> -> . <const_decl>","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<const_decl>)","S128"
"S63","<declaration> -> . <cluster_decl>","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<cluster_decl>)","S131"
"S63","<id_decl> -> . <data_type> <id_list> SEMICOLON","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<data_type>)","S136"
"S63","<const_decl> -> . INSTINCT <data_type> <const_list> SEMICOLON","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INSTINCT)","S134"
"S63","<cluster_decl> -> . <data_type> CLUSTER <cluster_list> SEMICOLON","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<data_type>)","S136"
"S63","<data_type> -> . PULSE","CLUSTER, IDENTIFIER","Shift (PULSE)","S55"
"S63","<data_type> -> . SPARK","CLUSTER, IDENTIFIER","Shift (SPARK)","S31"
"S63","<data_type> -> . STREAM","CLUSTER, IDENTIFIER","Shift (STREAM)","S49"
"S63","<data_type> -> . THOUGHT","CLUSTER, IDENTIFIER","Shift (THOUGHT)","S36"
"S63","<data_type> -> . NEURON","CLUSTER, IDENTIFIER","Shift (NEURON)","S60"
"S63","<data_type> -> . SYNAPSE","CLUSTER, IDENTIFIER","Shift (SYNAPSE)","S29"
"S63","<loop_stmt> -> ECHO L_PAREN . <echo_init> <expr> SEMICOLON <assign_stmt> R_PAREN L_BRACE <statement_list> R_BRACE","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<echo_init>)","S135"
"S63","<echo_init> -> . <assign_stmt> SEMICOLON","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<assign_stmt>)","S133"
"S63","<echo_init> -> . <declaration>","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Goto (<declaration>)","S129"
"S63","<assign_stmt> -> . <variable_access> <assign_op> <expr>","SEMICOLON","Goto (<variable_access>)","S53"
"S63","<variable_access> -> . <variable_access> L_BRACKET <expr> R_BRACKET","ASSIGN, DIV_ASSIGN, L_BRACKET, MINUS_ASSIGN, MOD_ASSIGN, MUL_ASSIGN, PLUS_ASSIGN","Goto (<variable_access>)","S53"
"S63","<variable_access> -> . IDENTIFIER","ASSIGN, DIV_ASSIGN, L_BRACKET, MINUS_ASSIGN, MOD_ASSIGN, MUL_ASSIGN, PLUS_ASSIGN","Shift (IDENTIFIER)","S132"
,,,,
"S64","<expr> -> . <logic_or>","R_PAREN","Goto (<logic_or>)","S160"
"S64","<logic_or> -> . <logic_or> <or_op> <logic_xor>","OR, R_PAREN","Goto (<logic_or>)","S160"
"S64","<logic_or> -> . <logic_xor>","OR, R_PAREN","Goto (<logic_xor>)","S154"
"S64","<logic_xor> -> . <logic_xor> <xor_op> <logic_and>","OR, R_PAREN, XOR","Goto (<logic_xor>)","S154"
"S64","<logic_xor> -> . <logic_and>","OR, R_PAREN, XOR","Goto (<logic_and>)","S148"
"S64","<logic_and> -> . <logic_and> <and_op> <rel_equal>","AND, OR, R_PAREN, XOR","Goto (<logic_and>)","S148"
"S64","<logic_and> -> . <rel_equal>","AND, OR, R_PAREN, XOR","Goto (<rel_equal>)","S150"
"S64","<rel_equal> -> . <rel_equal> <releq_op> <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, R_PAREN, XOR","Goto (<rel_equal>)","S150"
"S64","<rel_equal> -> . <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, R_PAREN, XOR","Goto (<rel_expr>)","S142"
"S64","<rel_expr> -> . <rel_expr> <rel_op> <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, R_PAREN, XOR","Goto (<rel_expr>)","S142"
"S64","<rel_expr> -> . <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, R_PAREN, XOR","Goto (<add_expr>)","S145"
"S64","<add_expr> -> . <add_expr> <add_op> <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, R_PAREN, XOR","Goto (<add_expr>)","S145"
"S64","<add_expr> -> . <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, R_PAREN, XOR","Goto (<mult_expr>)","S143"
"S64","<mult_expr> -> . <mult_expr> <mul_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<mult_expr>)","S143"
"S64","<mult_expr> -> . <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<unary_expr>)","S163"
"S64","<pow_expr> -> . <postfix_expr> EXPONENT <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<postfix_expr>)","S147"
"S64","<pow_expr> -> . <postfix_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<postfix_expr>)","S147"
"S64","<unary_expr> -> . <unary_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<unary_op>)","S149"
"S64","<unary_expr> -> . <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<pow_expr>)","S157"
"S64","<postfix_expr> -> . <postfix_expr> INCREMENT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<postfix_expr>)","S147"
"S64","<postfix_expr> -> . <postfix_expr> DECREMENT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<postfix_expr>)","S147"
"S64","<postfix_expr> -> . <factor>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<factor>)","S146"
"S64","<factor> -> . <variable_access>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<variable_access>)","S158"
"S64","<factor> -> . <literal>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<literal>)","S137"
"S64","<factor> -> . L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (L_PAREN)","S141"
"S64","<factor> -> . <subroutine_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<subroutine_call>)","S159"
"S64","<factor> -> . <builtin_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<builtin_call>)","S155"
"S64","<variable_access> -> . <variable_access> L_BRACKET <expr> R_BRACKET","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<variable_access>)","S158"
"S64","<variable_access> -> . IDENTIFIER","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (IDENTIFIER)","S144"
"S64","<subroutine_call> -> . IDENTIFIER L_PAREN <arg_list> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (IDENTIFIER)","S144"
"S64","<builtin_call> -> . LENGTH L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (LENGTH)","S139"
"S64","<builtin_call> -> LENGTH L_PAREN . <expr> R_PAREN","SEMICOLON","Goto (<expr>)","S138"
"S64","<builtin_call> -> . TRANSCRIBE L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (TRANSCRIBE)","S161"
"S64","<literal> -> . PULSE_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (PULSE_LIT)","S153"
