### 1. FIRST SETS
<cluster_decl>            | [PATH, R_BRACE, ECHO, LENGTH, SYNAPSE, RECALL, SPARK_LIT, SPARK, L_PAREN, FLOW, DECREMENT, BASE, THOUGHT, EVALUATE, EXPRESS, IDENTIFIER, INSTINCT, DORMANT, CYCLE, STIMULATE, STREAM, THOUGHT_LIT, TRUE, PULSE_LIT, NEURON_LIT, INCREMENT, PULSE, TRANSCRIBE, FALSE, REACT, SENSE, NEURON, STREAM_LIT, PLUS]
<cluster_list>            | [COMMA, SEMICOLON]
<cluster_item>            | [COMMA, SEMICOLON]
<cluster_1D>              | [COMMA, SEMICOLON]
<1D_init>                 | [COMMA, R_BRACE, SEMICOLON]
<cluster_1D_list>         | [COMMA, R_BRACE]
<cluster_2D>              | [COMMA, SEMICOLON]
<2D_init>                 | [COMMA, SEMICOLON]
<cluster_2D_list>         | [COMMA, R_BRACE]
<data_type>               | [L_BRACKET, IDENTIFIER, CLUSTER]
<statement_list>          | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<statement>               | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<io_stmt>                 | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<conditional_stmt>        | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<opt_inhibit>             | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<loop_stmt>               | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<echo_init>               | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<switch_stmt>             | [PATH, R_BRACE, ECHO, STIMULATE, LENGTH, SYNAPSE, RECALL, STREAM, SPARK, FLOW, BASE, THOUGHT, EVALUATE, EXPRESS, PULSE, TRANSCRIBE, IDENTIFIER, INSTINCT, REACT, SENSE, NEURON, DORMANT, CYCLE]
<case_list>               | [PATH, R_BRACE, BASE]
<case_item>               | [PATH, R_BRACE, BASE]
<opt_base>                | [R_BRACE]
<case_value>              | [COLON]
<assign_stmt>             | [SEMICOLON, R_PAREN]
<expr>                    | [COMMA, SEMICOLON, R_PAREN, R_BRACKET]
<logic_or>                | [COMMA, OR, SEMICOLON, R_PAREN, R_BRACKET]
<logic_xor>               | [COMMA, OR, SEMICOLON, XOR, R_PAREN, R_BRACKET]
<logic_and>               | [COMMA, OR, SEMICOLON, AND, XOR, R_PAREN, R_BRACKET]
<rel_equal>               | [COMMA, OR, SEMICOLON, AND, NOT_EQUAL, XOR, EQUAL_TO, R_PAREN, R_BRACKET]
<rel_expr>                | [COMMA, LESS_EQ, OR, GREATER, EQUAL_TO, GREATER_EQ, R_BRACKET, SEMICOLON, AND, NOT_EQUAL, XOR, LESS, R_PAREN]
<add_expr>                | [COMMA, LESS_EQ, OR, R_BRACE, GREATER, EQUAL_TO, GREATER_EQ, R_BRACKET, MINUS, SEMICOLON, AND, NOT_EQUAL, XOR, LESS, R_PAREN, PLUS]
<mult_expr>               | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, MINUS, STAR, SEMICOLON, AND, NOT_EQUAL, XOR, LESS, R_PAREN, PLUS]
<pow_expr>                | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, MINUS, STAR, SEMICOLON, AND, NOT_EQUAL, XOR, LESS, R_PAREN, PLUS]
<unary_expr>              | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, MINUS, STAR, SEMICOLON, AND, NOT_EQUAL, XOR, LESS, R_PAREN, PLUS]
<postfix_expr>            | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, DECREMENT, MINUS, INCREMENT, STAR, SEMICOLON, AND, NOT_EQUAL, EXPONENT, XOR, LESS, R_PAREN, PLUS]
<factor>                  | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, DECREMENT, MINUS, INCREMENT, STAR, SEMICOLON, AND, NOT_EQUAL, EXPONENT, XOR, LESS, R_PAREN, PLUS]
<variable_access>         | [LESS_EQ, DIV_ASSIGN, R_BRACE, L_BRACKET, EQUAL_TO, GREATER_EQ, ASSIGN, DECREMENT, MINUS, MUL_ASSIGN, SEMICOLON, R_PAREN, COMMA, OR, MOD, PLUS_ASSIGN, GREATER, SLASH, MINUS_ASSIGN, R_BRACKET, INCREMENT, MOD_ASSIGN, STAR, AND, NOT_EQUAL, EXPONENT, XOR, LESS, PLUS]
<subroutine_call>         | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, DECREMENT, MINUS, INCREMENT, STAR, SEMICOLON, AND, NOT_EQUAL, EXPONENT, XOR, LESS, R_PAREN, PLUS]
<builtin_call>            | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, DECREMENT, MINUS, INCREMENT, STAR, SEMICOLON, AND, NOT_EQUAL, EXPONENT, XOR, LESS, R_PAREN, PLUS]
<arg_list>                | [R_PAREN]
<args>                    | [COMMA, R_PAREN]
<literal>                 | [COMMA, LESS_EQ, OR, MOD, R_BRACE, GREATER, SLASH, EQUAL_TO, GREATER_EQ, R_BRACKET, DECREMENT, MINUS, INCREMENT, STAR, SEMICOLON, AND, NOT_EQUAL, EXPONENT, XOR, LESS, R_PAREN, PLUS]
<assign_op>               | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<or_op>                   | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<xor_op>                  | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<and_op>                  | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<releq_op>                | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<rel_op>                  | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<add_op>                  | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<mul_op>                  | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]
<unary_op>                | [LENGTH, SPARK_LIT, THOUGHT_LIT, TRUE, PULSE_LIT, L_PAREN, DECREMENT, NEURON_LIT, INCREMENT, FALSE, TRANSCRIBE, IDENTIFIER, STREAM_LIT, PLUS]


